"latitude [degree]","longitude [degree]","altitude [meter]","speed [meter per second]","time (POSIX) [millisecond]","total time [millisecond]","name","description"
,,,,,"3905000","Wycieczka 28.04.2021",""
"50.659233","17.924664","150.3","3.0075219","1619632536000","","",""
"50.659218","17.924696","150.8","2.736778","1619632537000","","",""
"50.659195","17.924723","150.5","2.825825","1619632538000","","",""
"50.65917","17.924736","150.3","2.6842763","1619632539000","","",""
"50.65914","17.924744","149.6","2.647731","1619632540000","","",""
"50.65912","17.924755","149.1","2.6786144","1619632541000","","",""
"50.659096","17.924774","149.0","2.6873648","1619632542000","","",""
"50.659077","17.924797","148.8","2.4104443","1619632543000","","",""
"50.659065","17.924822","148.7","2.0897722","1619632544000","","",""
"50.65906","17.92485","149.1","1.9111636","1619632545000","","",""
"50.659073","17.924875","149.8","2.2117615","1619632546000","","",""
"50.659092","17.924892","150.6","2.0300643","1619632547000","","",""
"50.65911","17.924906","151.1","2.0094755","1619632548000","","",""
"50.65913","17.924929","151.5","2.6657465","1619632549000","","",""
"50.65915","17.924955","152.1","2.7583964","1619632550000","","",""
"50.65917","17.924984","152.3","2.7542787","1619632551000","","",""
"50.65919","17.92501","152.8","3.0157576","1619632552000","","",""
"50.65921","17.925037","153.1","2.6780996","1619632553000","","",""
"50.65923","17.925068","153.3","2.788765","1619632554000","","",""
"50.65925","17.925098","153.9","2.4248564","1619632555000","","",""
"50.65926","17.925125","153.8","2.4063263","1619632556000","","",""
"50.65927","17.925152","153.4","1.9708713","1619632557000","","",""
"50.659275","17.925186","153.3","2.412503","1619632558000","","",""
"50.65927","17.925228","153.5","2.961197","1619632559000","","",""
"50.65926","17.925276","154.0","3.6082027","1619632560000","","",""
"50.65925","17.925333","154.2","4.0663056","1619632561000","","",""
"50.659245","17.925394","154.2","4.427126","1619632562000","","",""
"50.65924","17.925459","154.1","4.5357323","1619632563000","","",""
"50.65924","17.925524","154.7","4.7184587","1619632564000","","",""
"50.65924","17.925589","154.6","4.412199","1619632565000","","",""
"50.659237","17.92565","154.6","4.251091","1619632566000","","",""
"50.65923","17.92571","154.1","3.9046829","1619632567000","","",""
"50.659214","17.925764","154.1","4.142999","1619632568000","","",""
"50.65919","17.925825","154.3","4.6500006","1619632569000","","",""
"50.65917","17.925882","155.2","4.634044","1619632570000","","",""
"50.659145","17.925936","156.2","4.0832915","1619632571000","","",""
"50.659126","17.925991","155.9","4.0832915","1619632572000","","",""
"50.659107","17.926043","155.9","3.915492","1619632573000","","",""
"50.65909","17.92609","156.5","4.0544667","1619632574000","","",""
"50.65907","17.926138","157.0","4.035937","1619632575000","","",""
"50.65905","17.926188","157.2","4.034393","1619632576000","","",""
"50.659023","17.926233","157.3","4.423523","1619632577000","","",""
"50.658993","17.926277","158.1","4.6983843","1619632578000","","",""
"50.65896","17.926315","158.4","4.150205","1619632579000","","",""
"50.65893","17.926346","158.5","3.9978476","1619632580000","","",""
"50.6589","17.926382","158.5","3.9705672","1619632581000","","",""
"50.658875","17.926424","158.4","3.7734287","1619632582000","","",""
"50.65885","17.926472","158.2","4.3164606","1619632583000","","",""
"50.658825","17.926523","158.0","4.602646","1619632584000","","",""
"50.6588","17.926579","157.9","4.76221","1619632585000","","",""
"50.658775","17.926636","158.2","4.7632394","1619632586000","","",""
"50.65875","17.926693","157.7","4.5151434","1619632587000","","",""
"50.65873","17.92675","157.4","4.6783104","1619632588000","","",""
"50.65871","17.926807","157.2","4.070938","1619632589000","","",""
"50.658695","17.926859","157.3","4.224325","1619632590000","","",""
"50.658672","17.926912","157.3","4.5280113","1619632591000","","",""
"50.65865","17.926966","157.0","4.4461703","1619632592000","","",""
"50.658623","17.927015","157.0","4.2325606","1619632593000","","",""
"50.6586","17.92706","157.0","3.9643905","1619632594000","","",""
"50.658573","17.927101","156.9","3.8012235","1619632595000","","",""
"50.658554","17.927143","156.9","3.8053415","1619632596000","","",""
"50.658535","17.927189","156.7","3.624159","1619632597000","","",""
"50.658516","17.92723","156.1","3.5176117","1619632598000","","",""
"50.658497","17.927273","155.5","3.5119498","1619632599000","","",""
"50.65848","17.927319","154.9","3.3899605","1619632600000","","",""
"50.658466","17.927359","154.7","3.1923072","1619632601000","","",""
"50.658443","17.927393","154.4","3.4229028","1619632602000","","",""
"50.65842","17.927427","154.3","3.331797","1619632603000","","",""
"50.658398","17.92746","154.4","3.2957664","1619632604000","","",""
"50.658375","17.927492","154.4","3.2690008","1619632605000","","",""
"50.65835","17.92753","153.6","3.8490927","1619632606000","","",""
"50.65833","17.927574","153.2","4.3391085","1619632607000","","",""
"50.658302","17.927618","153.4","4.524923","1619632608000","","",""
"50.65827","17.927664","153.3","4.8579483","1619632609000","","",""
"50.65824","17.92771","153.2","4.42867","1619632610000","","",""
"50.658215","17.927755","153.5","4.578969","1619632611000","","",""
"50.658184","17.927801","154.1","4.6062493","1619632612000","","",""
"50.658157","17.927849","154.5","4.5980134","1619632613000","","",""
"50.658134","17.9279","154.4","4.3957276","1619632614000","","",""
"50.65811","17.927944","154.6","4.3035927","1619632615000","","",""
"50.65809","17.927988","154.8","4.1038804","1619632616000","","",""
"50.658066","17.928028","154.7","3.8974767","1619632617000","","",""
"50.658047","17.928074","154.8","3.8645344","1619632618000","","",""
"50.658028","17.928116","154.5","3.8460045","1619632619000","","",""
"50.65801","17.928156","154.5","3.5989377","1619632620000","","",""
"50.657993","17.928202","154.5","3.3842986","1619632621000","","",""
"50.65797","17.928238","154.4","3.3806956","1619632622000","","",""
"50.65796","17.928282","153.9","3.0414937","1619632623000","","",""
"50.657948","17.92832","153.9","3.0337727","1619632624000","","",""
"50.65793","17.928352","154.0","3.1228197","1619632625000","","",""
"50.657917","17.928387","154.1","3.1006866","1619632626000","","",""
"50.6579","17.928427","153.6","3.2808394","1619632627000","","",""
"50.65789","17.928465","153.6","2.8968568","1619632628000","","",""
"50.657887","17.928497","153.4","2.0856545","1619632629000","","",""
"50.657883","17.928524","153.3","2.0460207","1619632630000","","",""
"50.657887","17.92855","153.6","2.171613","1619632631000","","",""
"50.657894","17.928583","153.2","2.3085291","1619632632000","","",""
"50.65789","17.928616","152.7","2.4130177","1619632633000","","",""
"50.657887","17.928654","152.4","2.6374366","1619632634000","","",""
"50.657875","17.928694","152.0","2.8783267","1619632635000","","",""
"50.657867","17.928728","151.6","2.5952294","1619632636000","","",""
"50.65786","17.928762","151.7","2.3188236","1619632637000","","",""
"50.657852","17.928793","151.9","2.403238","1619632638000","","",""
"50.65784","17.928827","152.1","2.7187629","1619632639000","","",""
"50.657825","17.928852","152.2","2.5725818","1619632640000","","",""
"50.657806","17.928856","152.4","2.4248564","1619632641000","","",""
"50.657772","17.928848","153.1","3.6663663","1619632642000","","",""
"50.657738","17.92886","153.5","3.5438626","1619632643000","","",""
"50.657707","17.92888","154.1","3.4378297","1619632644000","","",""
"50.657677","17.928905","154.5","3.7554133","1619632645000","","",""
"50.65765","17.928936","154.7","3.7204123","1619632646000","","",""
"50.657623","17.928967","155.0","3.620556","1619632647000","","",""
"50.65759","17.928993","155.5","4.112116","1619632648000","","",""
"50.657555","17.929018","155.8","4.32624","1619632649000","","",""
"50.657524","17.929049","156.0","4.1666765","1619632650000","","",""
"50.65749","17.92908","156.4","4.061673","1619632651000","","",""
"50.657455","17.929117","156.5","4.1908684","1619632652000","","",""
"50.657413","17.929157","156.1","4.861037","1619632653000","","",""
"50.65737","17.9292","155.5","4.667501","1619632654000","","",""
"50.657326","17.929237","154.6","4.9109645","1619632655000","","",""
"50.657284","17.92927","154.3","4.643824","1619632656000","","",""
"50.65725","17.929302","154.6","4.4168315","1619632657000","","",""
"50.657215","17.929337","154.5","4.671104","1619632658000","","",""
"50.65717","17.929375","154.4","5.1714144","1619632659000","","",""
"50.65713","17.92941","154.7","4.6777954","1619632660000","","",""
"50.657097","17.929447","154.3","4.251091","1619632661000","","",""
"50.65707","17.929483","153.7","3.8218124","1619632662000","","",""
"50.657043","17.929518","153.7","3.8027678","1619632663000","","",""
"50.657013","17.929552","153.5","3.776517","1619632664000","","",""
"50.656982","17.929583","154.2","3.868652","1619632665000","","",""
"50.65695","17.92962","154.1","3.9999063","1619632666000","","",""
"50.656918","17.92966","154.4","4.007627","1619632667000","","",""
"50.656895","17.929707","154.4","3.5098908","1619632668000","","",""
"50.65688","17.929754","154.8","3.357533","1619632669000","","",""
"50.65688","17.929798","154.9","3.0800977","1619632670000","","",""
"50.65689","17.929846","155.3","3.744604","1619632671000","","",""
"50.65691","17.929901","154.8","4.1929274","1619632672000","","",""
"50.656925","17.929955","154.8","4.195501","1619632673000","","",""
"50.65694","17.930006","154.2","3.6601896","1619632674000","","",""
"50.65695","17.930058","154.2","3.4517272","1619632675000","","",""
"50.656963","17.930105","154.0","3.3585625","1619632676000","","",""
"50.656975","17.93016","153.5","3.6056292","1619632677000","","",""
"50.656986","17.930216","153.3","3.6092322","1619632678000","","",""
"50.657","17.930265","152.6","3.4970229","1619632679000","","",""
"50.65702","17.930307","152.8","3.2710598","1619632680000","","",""
"50.657043","17.930344","153.0","3.2386322","1619632681000","","",""
"50.657063","17.930374","153.1","2.6544225","1619632682000","","",""
"50.65708","17.9304","153.1","2.3322065","1619632683000","","",""
"50.657093","17.930435","153.0","2.629716","1619632684000","","",""
"50.657104","17.93048","152.7","3.2952516","1619632685000","","",""
"50.65712","17.930532","152.8","3.9829206","1619632686000","","",""
"50.65714","17.930592","152.7","4.191898","1619632687000","","",""
"50.657158","17.93065","152.8","4.3756537","1619632688000","","",""
"50.657173","17.930706","152.6","4.353006","1619632689000","","",""
"50.657196","17.930763","152.9","4.4559503","1619632690000","","",""
"50.657215","17.930817","152.7","4.2474875","1619632691000","","",""
"50.657234","17.930868","152.4","4.2351346","1619632692000","","",""
"50.657253","17.930922","153.0","4.3560944","1619632693000","","",""
"50.657272","17.930975","153.5","4.102336","1619632694000","","",""
"50.65729","17.931026","153.5","4.1368227","1619632695000","","",""
"50.65731","17.931076","153.5","4.165647","1619632696000","","",""
"50.657333","17.931128","153.7","4.030275","1619632697000","","",""
"50.657352","17.931166","154.2","3.6977644","1619632698000","","",""
"50.65738","17.93119","154.5","3.0811272","1619632699000","","",""
"50.657406","17.931192","154.8","2.8561935","1619632700000","","",""
"50.657433","17.931175","155.7","3.2098079","1619632701000","","",""
"50.657463","17.931152","156.5","3.5448918","1619632702000","","",""
"50.657494","17.93113","157.1","4.001965","1619632703000","","",""
"50.65753","17.931091","157.9","4.6891193","1619632704000","","",""
"50.657574","17.931047","158.0","5.5487056","1619632705000","","",""
"50.657616","17.931004","158.0","5.129207","1619632706000","","",""
"50.65765","17.930958","157.5","5.1374426","1619632707000","","",""
"50.657684","17.93091","156.6","4.7637544","1619632708000","","",""
"50.657715","17.930862","156.1","4.6093373","1619632709000","","",""
"50.65775","17.930824","155.8","4.606764","1619632710000","","",""
"50.65778","17.930784","155.5","4.452862","1619632711000","","",""
"50.65781","17.930744","155.2","4.6649275","1619632712000","","",""
"50.657837","17.930704","155.2","4.4260964","1619632713000","","",""
"50.657864","17.930664","155.0","4.2670474","1619632714000","","",""
"50.65789","17.930628","154.6","4.0467463","1619632715000","","",""
"50.65792","17.930597","154.4","3.7796054","1619632716000","","",""
"50.657955","17.930569","154.3","3.8037972","1619632717000","","",""
"50.65798","17.930542","154.0","3.6401155","1619632718000","","",""
"50.65801","17.93051","154.0","4.032849","1619632719000","","",""
"50.65804","17.930475","153.4","4.040055","1619632720000","","",""
"50.658062","17.930435","152.7","3.893359","1619632721000","","",""
"50.658085","17.930399","152.3","4.0946155","1619632722000","","",""
"50.65811","17.930359","151.8","4.1342487","1619632723000","","",""
"50.658142","17.930326","151.6","4.114175","1619632724000","","",""
"50.658173","17.930296","151.9","4.1069684","1619632725000","","",""
"50.658203","17.93027","152.2","3.7574723","1619632726000","","",""
"50.658226","17.930235","151.8","3.7435746","1619632727000","","",""
"50.65825","17.930197","151.3","3.5958495","1619632728000","","",""
"50.658257","17.930153","150.9","3.2309115","1619632729000","","",""
"50.65826","17.930109","151.3","3.24275","1619632730000","","",""
"50.65826","17.93006","152.7","3.3307674","1619632731000","","",""
"50.658253","17.930016","153.4","3.440918","1619632732000","","",""
"50.658237","17.92997","154.0","3.6493804","1619632733000","","",""
"50.65822","17.929926","154.8","3.6673958","1619632734000","","",""
"50.6582","17.929874","155.5","4.171309","1619632735000","","",""
"50.65818","17.929823","156.3","4.256753","1619632736000","","",""
"50.65816","17.929766","156.9","4.2480025","1619632737000","","",""
"50.658142","17.929712","158.4","4.226384","1619632738000","","",""
"50.658123","17.929665","159.5","3.770855","1619632739000","","",""
"50.6581","17.929628","160.5","3.4851842","1619632740000","","",""
"50.658085","17.92959","162.1","3.5129793","1619632741000","","",""
"50.65807","17.92955","163.0","3.2710598","1619632742000","","",""
"50.658054","17.929502","164.0","3.7826936","1619632743000","","",""
"50.658035","17.929455","164.6","3.681808","1619632744000","","",""
"50.65802","17.929403","165.3","3.795047","1619632745000","","",""
"50.658005","17.929352","165.9","3.7023969","1619632746000","","",""
"50.65799","17.929296","166.5","4.0683646","1619632747000","","",""
"50.657967","17.92924","167.0","4.3370495","1619632748000","","",""
"50.657948","17.929174","166.6","4.3463144","1619632749000","","",""
"50.657925","17.929113","166.3","4.4451413","1619632750000","","",""
"50.657906","17.929054","166.6","3.7440894","1619632751000","","",""
"50.65789","17.928999","167.0","3.591217","1619632752000","","",""
"50.657883","17.928942","166.4","3.3734894","1619632753000","","",""
"50.65789","17.92889","165.7","3.7878408","1619632754000","","",""
"50.657906","17.928839","164.9","4.182118","1619632755000","","",""
"50.657917","17.928776","163.5","4.667501","1619632756000","","",""
"50.65793","17.928709","162.3","4.3519764","1619632757000","","",""
"50.65793","17.928637","161.2","4.8867726","1619632758000","","",""
"50.657925","17.928564","160.4","4.856919","1619632759000","","",""
"50.65793","17.928492","160.0","5.0231743","1619632760000","","",""
"50.65794","17.928417","158.8","5.0628076","1619632761000","","",""
"50.657955","17.92834","157.4","5.0648665","1619632762000","","",""
"50.657967","17.928274","156.6","4.7225766","1619632763000","","",""
"50.65799","17.928219","156.2","4.851257","1619632764000","","",""
"50.658012","17.928162","156.2","4.830668","1619632765000","","",""
"50.65804","17.928108","155.7","5.09575","1619632766000","","",""
"50.65807","17.92805","155.8","5.07722","1619632767000","","",""
"50.6581","17.928","154.9","5.411275","1619632768000","","",""
"50.65813","17.92794","154.6","5.1708994","1619632769000","","",""
"50.65816","17.927883","154.3","5.4653206","1619632770000","","",""
"50.65819","17.927818","154.0","5.642385","1619632771000","","",""
"50.658226","17.92776","153.6","5.1981797","1619632772000","","",""
"50.65826","17.927708","153.1","5.1096473","1619632773000","","",""
"50.6583","17.927654","152.5","5.2342105","1619632774000","","",""
"50.65833","17.927605","151.7","5.0386157","1619632775000","","",""
"50.658363","17.927553","151.2","4.766328","1619632776000","","",""
"50.65839","17.927504","150.7","4.6783104","1619632777000","","",""
"50.65842","17.927452","150.3","4.908906","1619632778000","","",""
"50.658455","17.927395","150.0","4.8965526","1619632779000","","",""
"50.65848","17.927334","151.2","5.3114185","1619632780000","","",""
"50.658504","17.927273","152.2","4.662354","1619632781000","","",""
"50.658524","17.927212","153.4","4.51257","1619632782000","","",""
"50.658535","17.927137","155.0","5.13281","1619632783000","","",""
"50.658535","17.927055","155.6","5.160605","1619632784000","","",""
"50.658535","17.92698","156.0","4.767872","1619632785000","","",""
"50.65854","17.9269","156.5","5.110677","1619632786000","","",""
"50.658546","17.926825","156.4","5.120971","1619632787000","","",""
"50.658566","17.926748","156.5","5.142075","1619632788000","","",""
"50.65859","17.926685","157.0","5.227004","1619632789000","","",""
"50.658623","17.926636","158.0","4.9912615","1619632790000","","",""
"50.65867","17.926609","158.9","5.218254","1619632791000","","",""
"50.65872","17.926601","159.5","5.1317806","1619632792000","","",""
"50.658768","17.926603","160.2","5.6619444","1619632793000","","",""
"50.65882","17.926594","160.4","5.4153924","1619632794000","","",""
"50.658867","17.92656","160.2","5.759227","1619632795000","","",""
"50.6589","17.926502","160.4","5.901805","1619632796000","","",""
"50.65893","17.926434","160.5","5.6809893","1619632797000","","",""
"50.65896","17.926363","160.8","5.5656915","1619632798000","","",""
"50.658985","17.926296","161.1","5.348479","1619632799000","","",""
"50.65901","17.926231","161.3","5.7283435","1619632800000","","",""
"50.659046","17.926167","160.5","5.741212","1619632801000","","",""
"50.659077","17.926098","161.0","5.945556","1619632802000","","",""
"50.659103","17.926027","160.6","5.852906","1619632803000","","",""
"50.659138","17.925959","159.9","5.860627","1619632804000","","",""
"50.659176","17.925892","159.2","6.423733","1619632805000","","",""
"50.65922","17.925817","158.6","6.8329377","1619632806000","","",""
"50.659267","17.925747","158.5","6.71764","1619632807000","","",""
"50.65931","17.925676","158.4","6.4844704","1619632808000","","",""
"50.659348","17.925598","159.1","6.5066037","1619632809000","","",""
"50.659378","17.925516","159.1","6.7202134","1619632810000","","",""
"50.659412","17.925432","158.0","6.9667654","1619632811000","","",""
"50.659447","17.925343","156.8","7.363616","1619632812000","","",""
"50.65949","17.925255","155.4","7.708995","1619632813000","","",""
"50.65953","17.925163","154.9","7.8356166","1619632814000","","",""
"50.659588","17.925068","154.5","8.4234295","1619632815000","","",""
"50.65964","17.924973","153.7","8.856825","1619632816000","","",""
"50.659695","17.92488","152.8","9.096171","1619632817000","","",""
"50.65974","17.92479","151.9","8.330779","1619632818000","","",""
"50.65979","17.924704","151.8","7.7017884","1619632819000","","",""
"50.659836","17.92462","151.9","7.206626","1619632820000","","",""
"50.659885","17.924536","151.5","7.4886937","1619632821000","","",""
"50.65994","17.924456","151.6","7.751202","1619632822000","","",""
"50.659992","17.924377","151.4","7.91231","1619632823000","","",""
"50.66005","17.924303","151.2","7.6333303","1619632824000","","",""
"50.660103","17.924229","151.1","7.6225214","1619632825000","","",""
"50.66016","17.924154","151.6","7.595756","1619632826000","","",""
"50.660213","17.924088","152.3","7.3723664","1619632827000","","",""
"50.660263","17.92402","152.2","7.339939","1619632828000","","",""
"50.660305","17.923946","152.2","7.3687634","1619632829000","","",""
"50.66036","17.923874","152.2","7.574652","1619632830000","","",""
"50.660404","17.923798","152.3","7.360528","1619632831000","","",""
"50.66045","17.923717","152.2","7.060445","1619632832000","","",""
"50.660496","17.923637","152.4","7.558696","1619632833000","","",""
"50.66054","17.923561","152.4","7.0769157","1619632834000","","",""
"50.660587","17.923485","152.4","7.1160345","1619632835000","","",""
"50.660637","17.923414","152.0","7.29207","1619632836000","","",""
"50.660686","17.923344","152.0","7.3054523","1619632837000","","",""
"50.66074","17.92328","150.6","7.1180935","1619632838000","","",""
"50.660793","17.92322","150.6","7.0218406","1619632839000","","",""
"50.660847","17.923155","150.7","6.7752886","1619632840000","","",""
"50.6609","17.923092","150.4","6.7644796","1619632841000","","",""
"50.660946","17.923038","150.6","6.1118116","1619632842000","","",""
"50.660995","17.922977","151.4","6.140636","1619632843000","","",""
"50.66104","17.922924","151.6","5.7530503","1619632844000","","",""
"50.661087","17.92287","152.4","5.54922","1619632845000","","",""
"50.661133","17.922821","152.8","5.5543675","1619632846000","","",""
"50.661175","17.922777","153.9","5.1997237","1619632847000","","",""
"50.66122","17.922733","154.3","5.1930323","1619632848000","","",""
"50.661266","17.922693","154.6","5.0911174","1619632849000","","",""
"50.66131","17.922659","154.9","5.065896","1619632850000","","",""
"50.66135","17.922632","155.1","4.404478","1619632851000","","",""
"50.661392","17.922611","156.3","4.3926396","1619632852000","","",""
"50.661434","17.922586","156.5","4.8239765","1619632853000","","",""
"50.66148","17.922556","156.6","5.0097914","1619632854000","","",""
"50.66153","17.922531","156.4","5.3546553","1619632855000","","",""
"50.661583","17.922506","155.5","5.507013","1619632856000","","",""
"50.661636","17.922482","155.2","5.416422","1619632857000","","",""
"50.661686","17.922462","155.0","5.2728143","1619632858000","","",""
"50.66173","17.922436","154.7","5.0669255","1619632859000","","",""
"50.661777","17.92242","154.4","4.932583","1619632860000","","",""
"50.661827","17.922411","154.7","5.5466466","1619632861000","","",""
"50.661877","17.92241","155.1","5.3098745","1619632862000","","",""
"50.661926","17.9224","155.2","5.278991","1619632863000","","",""
"50.66198","17.922386","155.2","5.3685527","1619632864000","","",""
"50.66202","17.92238","155.5","4.51257","1619632865000","","",""
"50.66206","17.922361","155.6","4.323152","1619632866000","","",""
"50.6621","17.922342","155.6","4.110572","1619632867000","","",""
"50.66213","17.922323","155.9","3.9381397","1619632868000","","",""
"50.66217","17.92231","155.6","3.4820957","1619632869000","","",""
"50.662216","17.922302","155.7","3.4553304","1619632870000","","",""
"50.66226","17.92231","156.0","3.435256","1619632871000","","",""
"50.662296","17.922337","155.8","3.6272476","1619632872000","","",""
"50.662334","17.922365","156.1","3.6478364","1619632873000","","",""
"50.662373","17.92239","157.2","3.5567305","1619632874000","","",""
"50.662407","17.92241","157.9","3.100172","1619632875000","","",""
"50.662445","17.922438","158.1","3.20569","1619632876000","","",""
"50.662476","17.922462","159.4","3.1109812","1619632877000","","",""
"50.662506","17.922487","160.6","3.2901044","1619632878000","","",""
"50.662537","17.922516","161.5","3.1022308","1619632879000","","",""
"50.662563","17.922539","162.2","2.48302","1619632880000","","",""
"50.662586","17.922558","162.4","2.6008914","1619632881000","","",""
"50.662605","17.922579","162.4","2.52008","1619632882000","","",""
"50.66263","17.922596","162.1","2.182937","1619632883000","","",""
"50.662643","17.92261","162.1","1.2569517","1619632884000","","",""
"50.662663","17.922615","162.2","1.6424786","1619632885000","","",""
"50.66268","17.922634","162.3","3.107378","1619632886000","","",""
"50.662704","17.922665","162.1","3.7590163","1619632887000","","",""
"50.662727","17.9227","162.0","3.4671688","1619632888000","","",""
"50.66274","17.922747","162.0","3.4537861","1619632889000","","",""
"50.66274","17.922792","162.3","3.4754045","1619632890000","","",""
"50.66274","17.922846","162.5","4.076085","1619632891000","","",""
"50.662735","17.922901","162.2","4.2346196","1619632892000","","",""
"50.662735","17.922964","161.0","4.427126","1619632893000","","",""
"50.66273","17.923023","160.8","4.610367","1619632894000","","",""
"50.66273","17.923084","160.5","4.6119113","1619632895000","","",""
"50.662724","17.923145","160.1","4.646912","1619632896000","","",""
"50.662724","17.9232","160.3","4.124984","1619632897000","","",""
"50.662724","17.923256","159.9","4.306166","1619632898000","","",""
"50.662716","17.923313","159.6","4.7977257","1619632899000","","",""
"50.662712","17.923376","160.2","4.7730193","1619632900000","","",""
"50.662712","17.92344","160.6","4.489407","1619632901000","","",""
"50.662716","17.923504","160.6","4.3293285","1619632902000","","",""
"50.66272","17.923573","160.5","5.09575","1619632903000","","",""
"50.66272","17.923649","160.6","5.21568","1619632904000","","",""
"50.662724","17.923717","160.7","4.8584633","1619632905000","","",""
"50.66273","17.923782","160.4","4.3349905","1619632906000","","",""
"50.662743","17.923841","159.5","4.074541","1619632907000","","",""
"50.662758","17.923903","158.9","4.480142","1619632908000","","",""
"50.66277","17.923967","159.3","4.7519155","1619632909000","","",""
"50.66278","17.924032","159.7","4.6515446","1619632910000","","",""
"50.662785","17.924109","159.3","4.9320683","1619632911000","","",""
"50.66279","17.924183","159.1","5.092147","1619632912000","","",""
"50.6628","17.924255","158.7","5.2131066","1619632913000","","",""
"50.66281","17.924334","158.0","4.988173","1619632914000","","",""
"50.66282","17.924408","157.3","5.328919","1619632915000","","",""
"50.66283","17.92448","156.7","4.9222884","1619632916000","","",""
"50.66284","17.92455","156.4","5.072073","1619632917000","","",""
"50.662853","17.92462","155.9","4.899641","1619632918000","","",""
"50.662865","17.924683","156.0","4.347344","1619632919000","","",""
"50.66288","17.924742","155.3","4.3200636","1619632920000","","",""
"50.6629","17.924797","154.4","4.302563","1619632921000","","",""
"50.662918","17.924856","153.3","4.4461703","1619632922000","","",""
"50.662933","17.924915","152.1","4.5352173","1619632923000","","",""
"50.66295","17.924973","151.7","4.5151434","1619632924000","","",""
"50.662964","17.925028","151.7","4.174397","1619632925000","","",""
"50.662975","17.925083","151.6","3.8583577","1619632926000","","",""
"50.662987","17.925138","152.7","3.8552694","1619632927000","","",""
"50.663","17.925182","152.3","3.3755484","1619632928000","","",""
"50.663013","17.925228","151.8","3.376063","1619632929000","","",""
"50.663025","17.925276","151.7","3.6534984","1619632930000","","",""
"50.663036","17.925325","151.6","3.681808","1619632931000","","",""
"50.66305","17.925375","151.6","3.8146064","1619632932000","","",""
"50.663067","17.925426","151.3","3.8351953","1619632933000","","",""
"50.66309","17.925468","150.9","3.507832","1619632934000","","",""
"50.663105","17.925505","151.0","3.09451","1619632935000","","",""
"50.663116","17.925543","150.9","3.0008307","1619632936000","","",""
"50.663124","17.925581","151.0","2.8119276","1619632937000","","",""
"50.663128","17.925625","152.9","2.8330312","1619632938000","","",""
"50.663136","17.925667","154.5","2.840752","1619632939000","","",""
"50.663143","17.925709","156.6","2.6137595","1619632940000","","",""
"50.663155","17.925753","157.7","3.1660564","1619632941000","","",""
"50.663162","17.925804","158.8","3.0538468","1619632942000","","",""
"50.663174","17.925842","159.9","2.8078098","1619632943000","","",""
"50.663193","17.92587","160.8","2.781559","1619632944000","","",""
"50.663216","17.92589","160.9","3.0543616","1619632945000","","",""
"50.66324","17.9259","161.1","2.7084684","1619632946000","","",""
"50.66326","17.925898","161.8","2.4511073","1619632947000","","",""
"50.66329","17.925888","162.3","2.753764","1619632948000","","",""
"50.66331","17.925869","164.2","2.8932536","1619632949000","","",""
"50.663338","17.925844","164.7","3.0929658","1619632950000","","",""
"50.66337","17.92581","166.6","3.8089445","1619632951000","","",""
"50.663406","17.925785","168.0","3.789385","1619632952000","","",""
"50.663456","17.92577","168.3","4.348888","1619632953000","","",""
"50.6635","17.925747","167.6","4.4966135","1619632954000","","",""
"50.66355","17.925722","166.4","4.4610977","1619632955000","","",""
"50.66358","17.925686","165.5","3.7363687","1619632956000","","",""
"50.66362","17.925673","165.6","3.7410011","1619632957000","","",""
"50.663666","17.92567","165.7","4.0071125","1619632958000","","",""
"50.663708","17.925653","166.0","4.024613","1619632959000","","",""
"50.66375","17.925627","166.4","4.495584","1619632960000","","",""
"50.663803","17.925613","166.6","4.641765","1619632961000","","",""
"50.663853","17.925568","166.6","4.444112","1619632962000","","",""
"50.66391","17.925552","167.0","4.6227202","1619632963000","","",""
"50.66395","17.925514","167.6","4.612426","1619632964000","","",""
"50.663994","17.92548","168.2","4.573307","1619632965000","","",""
"50.66405","17.925467","168.0","4.7225766","1619632966000","","",""
"50.664104","17.925457","168.1","4.31749","1619632967000","","",""
"50.66415","17.92545","168.2","4.117263","1619632968000","","",""
"50.66418","17.925411","168.5","3.8377688","1619632969000","","",""
"50.664215","17.925386","169.0","3.6709988","1619632970000","","",""
"50.664253","17.925373","169.2","3.4548156","1619632971000","","",""
"50.664295","17.925373","169.3","3.5443773","1619632972000","","",""
"50.66433","17.925362","169.6","3.1753213","1619632973000","","",""
"50.66436","17.925365","169.7","3.1768656","1619632974000","","",""
"50.664387","17.925352","170.3","3.1434085","1619632975000","","",""
"50.664417","17.925348","168.7","3.241206","1619632976000","","",""
"50.66445","17.925344","167.8","3.9273305","1619632977000","","",""
"50.664482","17.92533","167.1","3.5623925","1619632978000","","",""
"50.664516","17.92531","168.1","3.8274744","1619632979000","","",""
"50.66455","17.925293","169.2","3.9875531","1619632980000","","",""
"50.664585","17.92527","169.8","4.1965303","1619632981000","","",""
"50.664623","17.92525","170.2","4.0477757","1619632982000","","",""
"50.664658","17.925222","170.9","4.0431433","1619632983000","","",""
"50.664696","17.925194","171.0","4.250576","1619632984000","","",""
"50.66473","17.925163","171.2","4.645368","1619632985000","","",""
"50.66477","17.925135","171.2","4.80802","1619632986000","","",""
"50.66481","17.925106","171.7","4.9665546","1619632987000","","",""
"50.664856","17.925077","172.7","4.9552307","1619632988000","","",""
"50.6649","17.92505","173.6","5.2949476","1619632989000","","",""
